state,location,type,so2,no2,pm2_5,AQI
Gujarat,Jamnagar,"Residential, Rural and other Areas",13.51666667,22.0,46.0,76.34482758620689
Gujarat,Jamnagar,"Residential, Rural and other Areas",11.91666667,20.0,35.0,57.758620689655174
Gujarat,Jamnagar,"Residential, Rural and other Areas",12.23333333,21.0,42.0,69.58620689655172
Gujarat,Jamnagar,"Residential, Rural and other Areas",12.91666667,21.0,49.0,81.41379310344828
Gujarat,Jamnagar,"Residential, Rural and other Areas",13.13333333,22.0,37.0,61.13793103448276
Gujarat,Rajkot,Industrial Area,13.0,15.0,23.0,38.333333333333336
Gujarat,Rajkot,Industrial Area,13.0,13.0,20.0,33.333333333333336
Gujarat,Rajkot,Industrial Area,13.0,15.0,29.0,48.333333333333336
Gujarat,Rajkot,Industrial Area,12.0,14.0,27.0,45.0
Gujarat,Rajkot,Industrial Area,13.0,14.0,25.0,41.666666666666664
Gujarat,Rajkot,Industrial Area,15.0,12.0,31.0,51.666666666666664
Gujarat,Rajkot,Industrial Area,14.0,15.0,24.0,40.0
Gujarat,Rajkot,Industrial Area,14.0,12.0,28.0,46.666666666666664
Gujarat,Rajkot,Industrial Area,15.0,20.0,21.0,35.0
Gujarat,Rajkot,Industrial Area,13.0,22.0,23.0,38.333333333333336
Gujarat,Rajkot,Industrial Area,15.0,19.0,22.0,36.666666666666664
Gujarat,Rajkot,Industrial Area,12.0,20.0,24.0,40.0
Gujarat,Rajkot,Industrial Area,15.0,17.0,25.0,41.666666666666664
Gujarat,Rajkot,Industrial Area,14.0,22.0,19.0,31.666666666666668
Gujarat,Rajkot,Industrial Area,15.0,21.0,24.0,40.0
Gujarat,Rajkot,Industrial Area,14.0,20.0,21.0,35.0
Gujarat,Rajkot,Industrial Area,14.0,21.0,26.0,43.333333333333336
Gujarat,Rajkot,Industrial Area,14.0,18.0,23.0,38.333333333333336
Gujarat,Rajkot,Industrial Area,13.0,19.0,28.0,46.666666666666664
Gujarat,Rajkot,Industrial Area,13.0,20.0,24.0,40.0
Gujarat,Rajkot,Industrial Area,13.0,20.0,26.0,43.333333333333336
Gujarat,Rajkot,Industrial Area,13.0,19.0,25.0,41.666666666666664
Gujarat,Rajkot,Industrial Area,14.0,19.0,27.0,45.0
Gujarat,Rajkot,Industrial Area,13.0,18.0,24.0,40.0
Gujarat,Rajkot,Industrial Area,15.0,19.0,26.0,43.333333333333336
Gujarat,Rajkot,Industrial Area,14.0,20.0,30.0,50.0
Gujarat,Rajkot,Industrial Area,14.0,20.0,32.0,52.689655172413794
Gujarat,Rajkot,Industrial Area,14.0,19.0,30.0,50.0
Gujarat,Rajkot,Industrial Area,13.0,20.0,32.0,52.689655172413794
Gujarat,Rajkot,Industrial Area,14.0,21.0,28.0,46.666666666666664
Gujarat,Rajkot,Industrial Area,15.0,21.0,31.0,51.666666666666664
Gujarat,Rajkot,Industrial Area,15.0,21.0,34.0,56.06896551724138
Gujarat,Rajkot,Industrial Area,14.0,20.0,35.0,57.758620689655174
Gujarat,Rajkot,Industrial Area,12.0,18.0,32.0,52.689655172413794
Gujarat,Rajkot,Industrial Area,13.0,18.0,24.0,40.0
Gujarat,Rajkot,Industrial Area,13.0,20.0,38.0,62.827586206896555
Gujarat,Rajkot,Industrial Area,14.0,21.0,35.0,57.758620689655174
Gujarat,Rajkot,Industrial Area,13.0,20.0,42.0,69.58620689655172
Gujarat,Rajkot,Industrial Area,12.0,19.0,40.0,66.20689655172414
Gujarat,Rajkot,Industrial Area,15.0,23.0,49.0,81.41379310344828
Gujarat,Rajkot,Industrial Area,13.0,21.0,42.0,69.58620689655172
Gujarat,Rajkot,Industrial Area,14.0,22.0,35.0,57.758620689655174
Gujarat,Rajkot,Industrial Area,14.0,21.0,31.0,51.666666666666664
Gujarat,Rajkot,Industrial Area,13.0,19.0,42.0,69.58620689655172
Gujarat,Rajkot,Industrial Area,14.0,22.0,36.0,59.44827586206897
Gujarat,Rajkot,Industrial Area,13.0,20.0,45.0,74.65517241379311
Gujarat,Rajkot,Industrial Area,12.0,20.0,43.0,71.27586206896552
Gujarat,Rajkot,Industrial Area,14.0,22.0,39.0,64.51724137931035
Gujarat,Rajkot,Industrial Area,13.0,21.0,33.0,54.37931034482759
Gujarat,Rajkot,Industrial Area,13.0,21.0,38.0,62.827586206896555
Gujarat,Rajkot,Industrial Area,13.0,19.0,41.0,67.89655172413794
Gujarat,Rajkot,Industrial Area,13.0,17.0,39.0,64.51724137931035
Gujarat,Rajkot,Industrial Area,14.0,20.0,41.0,67.89655172413794
Gujarat,Rajkot,Industrial Area,14.0,20.0,36.0,59.44827586206897
Gujarat,Rajkot,Industrial Area,14.0,21.0,45.0,74.65517241379311
Gujarat,Rajkot,Industrial Area,13.0,19.0,33.0,54.37931034482759
Gujarat,Rajkot,Industrial Area,15.0,22.0,39.0,64.51724137931035
Gujarat,Rajkot,Industrial Area,14.0,21.0,35.0,57.758620689655174
Gujarat,Rajkot,Industrial Area,13.0,21.0,36.0,59.44827586206897
Gujarat,Rajkot,Industrial Area,12.0,19.0,34.0,56.06896551724138
Gujarat,Rajkot,Industrial Area,15.0,22.0,41.0,67.89655172413794
Gujarat,Rajkot,Industrial Area,13.0,21.0,38.0,62.827586206896555
Gujarat,Rajkot,Industrial Area,13.0,20.0,29.0,48.333333333333336
Gujarat,Rajkot,Industrial Area,12.0,20.0,36.0,59.44827586206897
Gujarat,Rajkot,Industrial Area,14.0,21.0,30.0,50.0
Gujarat,Rajkot,Industrial Area,13.0,21.0,33.0,54.37931034482759
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,13.0,18.0,30.0
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,12.0,19.0,31.666666666666668
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,13.0,22.0,36.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,12.0,26.0,43.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,19.0,19.0,31.666666666666668
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,19.0,21.0,35.0
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,18.0,24.0,40.0
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,18.0,23.0,38.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,20.0,24.0,40.0
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,19.0,22.0,36.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,20.0,24.0,40.0
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,18.0,21.0,35.0
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,18.0,29.0,48.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,19.0,24.0,40.0
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,19.0,22.0,36.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",15.0,20.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,18.0,25.0,41.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,19.0,28.0,46.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",15.0,20.0,26.0,43.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",15.0,20.0,25.0,41.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,18.0,24.0,40.0
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,20.0,28.0,46.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,20.0,32.0,52.689655172413794
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,22.0,25.0,41.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",15.0,22.0,40.0,66.20689655172414
Gujarat,Rajkot,"Residential, Rural and other Areas",16.0,24.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",15.0,21.0,26.0,43.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,22.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",14.0,22.0,33.0,54.37931034482759
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,17.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,17.0,35.0,57.758620689655174
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,20.0,28.0,46.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,18.0,32.0,52.689655172413794
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,21.0,29.0,48.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,19.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,18.0,24.0,40.0
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,18.0,28.0,46.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,16.0,33.0,54.37931034482759
Gujarat,Rajkot,"Residential, Rural and other Areas",13.0,17.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,16.0,39.0,64.51724137931035
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,19.0,32.0,52.689655172413794
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,16.0,28.0,46.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,17.0,32.0,52.689655172413794
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,19.0,38.0,62.827586206896555
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,20.0,34.0,56.06896551724138
Gujarat,Rajkot,"Residential, Rural and other Areas",12.0,19.0,27.0,45.0
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,18.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,19.0,26.0,43.333333333333336
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,16.0,30.0,50.0
Gujarat,Rajkot,"Residential, Rural and other Areas",11.0,19.0,31.0,51.666666666666664
Gujarat,Rajkot,"Residential, Rural and other Areas",10.0,18.0,29.0,48.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,13.0,27.0,45.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,15.0,25.0,41.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,14.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",15.0,14.0,29.0,48.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",15.0,12.0,30.0,50.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,14.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",14.0,14.0,31.0,51.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",13.0,12.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",12.0,15.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",11.0,15.0,24.0,40.0
Gujarat,Surat,"Residential, Rural and other Areas",12.0,15.0,23.0,38.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",12.0,14.0,27.0,45.0
Gujarat,Surat,"Residential, Rural and other Areas",12.0,17.0,23.0,38.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",12.0,17.0,24.0,40.0
Gujarat,Surat,"Residential, Rural and other Areas",13.0,15.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,16.0,24.0,40.0
Gujarat,Surat,"Residential, Rural and other Areas",13.0,20.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,18.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",15.0,21.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",13.0,22.0,34.0,56.06896551724138
Gujarat,Surat,"Residential, Rural and other Areas",14.0,18.0,31.0,51.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,19.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",16.0,20.0,25.0,41.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",13.0,20.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,30.0,50.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,29.0,48.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",16.0,22.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,20.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",15.0,22.0,34.0,56.06896551724138
Gujarat,Surat,"Residential, Rural and other Areas",15.0,22.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",16.0,20.0,29.0,48.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",15.0,21.0,31.0,51.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",13.0,19.0,24.0,40.0
Gujarat,Surat,"Residential, Rural and other Areas",15.0,20.0,38.0,62.827586206896555
Gujarat,Surat,"Residential, Rural and other Areas",16.0,21.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",16.0,20.0,31.0,51.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,21.0,35.0,57.758620689655174
Gujarat,Surat,"Residential, Rural and other Areas",16.0,21.0,42.0,69.58620689655172
Gujarat,Surat,"Residential, Rural and other Areas",18.0,23.0,27.0,45.0
Gujarat,Surat,"Residential, Rural and other Areas",15.0,20.0,33.0,54.37931034482759
Gujarat,Surat,"Residential, Rural and other Areas",17.0,21.0,30.0,50.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,35.0,57.758620689655174
Gujarat,Surat,"Residential, Rural and other Areas",14.0,21.0,38.0,62.827586206896555
Gujarat,Surat,"Residential, Rural and other Areas",13.0,20.0,32.0,52.689655172413794
Gujarat,Surat,"Residential, Rural and other Areas",15.0,23.0,29.0,48.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,25.0,41.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",15.0,24.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,20.0,30.0,50.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,25.0,41.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,23.0,32.0,52.689655172413794
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,29.0,48.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",12.0,20.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,19.0,23.0,38.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",12.0,20.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,31.0,51.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,36.0,59.44827586206897
Gujarat,Surat,"Residential, Rural and other Areas",12.0,19.0,24.0,40.0
Gujarat,Surat,"Residential, Rural and other Areas",12.0,19.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,28.0,46.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",15.0,23.0,24.0,40.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,25.0,41.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",13.0,21.0,30.0,50.0
Gujarat,Surat,"Residential, Rural and other Areas",14.0,22.0,26.0,43.333333333333336
Gujarat,Surat,"Residential, Rural and other Areas",13.0,19.0,31.0,51.666666666666664
Gujarat,Surat,"Residential, Rural and other Areas",14.0,21.0,29.0,48.333333333333336
Gujarat,Surat,Industrial Area,18.0,19.0,25.0,41.666666666666664
Gujarat,Surat,Industrial Area,15.0,16.0,28.0,46.666666666666664
Gujarat,Surat,Industrial Area,14.0,15.0,26.0,43.333333333333336
Gujarat,Surat,Industrial Area,17.0,15.0,23.0,38.333333333333336
Gujarat,Surat,Industrial Area,18.0,14.0,21.0,35.0
Gujarat,Surat,Industrial Area,16.0,14.0,22.0,36.666666666666664
Gujarat,Surat,Industrial Area,17.0,14.0,29.0,48.333333333333336
Gujarat,Surat,Industrial Area,17.0,16.0,24.0,40.0
Gujarat,Surat,Industrial Area,13.0,16.0,21.0,35.0
Gujarat,Surat,Industrial Area,13.0,17.0,24.0,40.0
Gujarat,Surat,Industrial Area,13.0,16.0,22.0,36.666666666666664
Gujarat,Surat,Industrial Area,14.0,16.0,21.0,35.0
Gujarat,Surat,Industrial Area,14.0,16.0,24.0,40.0
Gujarat,Surat,Industrial Area,12.0,16.0,26.0,43.333333333333336
Gujarat,Surat,Industrial Area,12.0,17.0,31.0,51.666666666666664
Gujarat,Surat,Industrial Area,12.0,17.0,29.0,48.333333333333336
Gujarat,Surat,Industrial Area,15.0,21.0,33.0,54.37931034482759
Gujarat,Surat,Industrial Area,14.0,21.0,29.0,48.333333333333336
Gujarat,Surat,Industrial Area,14.0,18.0,31.0,51.666666666666664
Gujarat,Surat,Industrial Area,14.0,18.0,28.0,46.666666666666664
Gujarat,Surat,Industrial Area,14.0,19.0,32.0,52.689655172413794
Gujarat,Surat,Industrial Area,14.0,21.0,29.0,48.333333333333336
Gujarat,Surat,Industrial Area,15.0,21.0,30.0,50.0
Gujarat,Surat,Industrial Area,15.0,20.0,31.0,51.666666666666664
Gujarat,Surat,Industrial Area,15.0,21.0,30.0,50.0
Gujarat,Surat,Industrial Area,15.0,21.0,32.0,52.689655172413794
Gujarat,Surat,Industrial Area,15.0,20.0,34.0,56.06896551724138
Gujarat,Surat,Industrial Area,14.0,18.0,32.0,52.689655172413794
Gujarat,Surat,Industrial Area,15.0,19.0,31.0,51.666666666666664
Gujarat,Surat,Industrial Area,15.0,21.0,29.0,48.333333333333336
Gujarat,Surat,Industrial Area,16.0,21.0,30.0,50.0
Gujarat,Surat,Industrial Area,15.0,20.0,28.0,46.666666666666664
Gujarat,Surat,Industrial Area,16.0,21.0,31.0,51.666666666666664
Gujarat,Surat,Industrial Area,14.0,18.0,26.0,43.333333333333336
Gujarat,Surat,Industrial Area,17.0,22.0,44.0,72.9655172413793
